url,url_brand,phishing,category
www.cambridge.org/catalogue/catalogue.asp?ISBN=0521341078,Cambridge,0,2
msdn.microsoft.com/en-us/asp.net/bb187358.aspx,Microsoft,0,2
www.amazon.com/Natural-Plastics-Composites-Frederick-Wallenberger/dp/1402076436,Amazon,0,2
www.angelfire.com/biz3/MAPregistry/kfeframes.html,Angelfire,0,2
www.angelfire.com/celeb/claudiapages/,Angelfire,0,2
groups.yahoo.com/group/SaanenTalk/,Yahoo Groups,0,2
www.slideshare.net/PingElizabeth/finding-intranet-roi-whitepaper,Slideshare,0,2
www.wilsonweb.com/articles/bannerad.htm,WilsonWeb,0,2
www.apple.com/airplay/,Apple,0,2
nobell.it/70ffb52d079109dca5664cce6f317373782/login.Sky.Pe.com/en/cgi-bin/verification/login/70ffb52d079109dca5664cce6f317373/index.php?cmd=_profile-ach&outdated_page_tmpl=p/gen/failed-to-load&nav=0.5.1&login_access=1322408526,Skype,1,2
www.healthandwellbeings.net/,Flipkart,1,2
http://ml-payments.com,Paypal,1,2
tinyurl.com/c5br4qc,Mirosoft,1,2
www.emailformwizard.com/form.php?id=14339,Gmail,1,2
kidzloveparties.co.uk/fedexonline2012/fedexonline2012/FedEX.html,McDonald,1,2
http://fb.com/profile,Facebook,1,2
www.microsof1t.com/secure/micro.validate1/default/secure/index.html,Microsoft,1,2
www.bluebluebird.com/,Twitter,1,2
www.coincoele.com.br/Scripts/smiles/?pt-br/Paginas/default.aspx,Bitcoin,1,2
bit.ly/PquSFb,Yahoo,1,2
http://www.sunshine.com/ login.html,Microsoft,1,2
premierpaymentprocessing.com/includes/boleto-2via-07-2012.php,SBI,1,2
http://www.huzsra.fr/login.html,Paypal,1,2
http://ml-secure-login.com,Google,1,2
http://secure-payment-service.com,Paypal,1,2
www.diversity.pt/ppl,Angelfire,1,2
tinyurl.com/bswqloj,Google,1,2
http://www.weather.com/ login.html,Amazon,1,2
tinyurl.com/btdk39c,Amazon,1,2
www.oracle.com/support/contact.html,Oracle,0,3
groups.google.com/group/opensearch,Google,0,3
www.oracle.com/applications/agile/index.html,Oracle,0,3
www.amazon.com/exec/obidos/subst/associates/join/associates.html,Amazon,0,3
sites.google.com/site/ascottfarms/Home,Google,0,3
www.linkedin.com/pub/doug-saunders/24/224/a78,Linkedin,0,3
www.pfizer.com/pfizer/are/careers/,Pfizer,0,3
www.adobe.com/shockwave/download/download.cgi?P1_Prod_Version=ShockwaveFlash&amp;P5_Language,Adobe,0,3
support.microsoft.com/kb/q182615/,Microsoft,0,3
sites.google.com/site/valleyvistafarm/,Google,0,3
www.facebook.com/foxprovideo,Facebook,0,3
www.lynda.com/hex.html,Lynda,0,3
groups.yahoo.account-box.com/group/soaysheep/,Yahoo Group,1,3
https://drive.google.com.download-photo.sytez.net/,Google Drive,1,3
www.omine.fr/images/old/cielo.com.br/cadastro/,Omine,1,3
www.paypal.de.de.cgi-bin.3c0db1f8e263663d3faee8d7283e7f0184a5674430f290db9e9c846.app.goonow.com/de/index.htm,Paypal,1,3
skype.messenger-2013.com/,Skype,1,3
www.wiley.book-cover.account.com/bw/journal.asp?ref=1353-5773,Wiley,1,3
www.visa.com.ar.visa.classic.tarjeta.socios.product.aspx.visa.suprimec.com.br/visa/,Visa,1,3
wordpress.samicuti.com/wp-content/prolist/US.net/,Wordpress,1,3
mcdonaldmeats.com.au/neon/matrix/turcia/,McDonald Meats,1,3
americanexpress.levitaste.com/aaa/index.html,American Express,1,3
amazon.ece.utexas.edu/~qasim/research.htm,Amazon,1,3
www.facebook.ncom.pk/,Facebook,1,3
skype.com-security.accounts.account.go.to.members.thawra-sy.com/skype-security/,Skype,1,3
spreadsheets.google.com/spreadsheet/formResponse?formkey=dHNaQkM1czlEZlFxa20ya0hjSVozeWc6MQ&amp;theme=0AX42CRMsmRFbUy0zODExOWI0Yi0yMTExLTRkMzYtOGUyZi1iNDZiMTFjZmMxY2Q&amp;ifq,Google Spreadsheets,1,3
spreadsheets.google.com/spreadsheet/viewform?formkey=dFMtM194b04xcm9Ca2pNYmN0YVA3c0E6MQ,Google Spreadsheets,1,3
amazon.comuf.com/ap.signin_encodingg.htm,Amazon,1,3
www.gttconnect.com.cn/reg/d/www.paypal.fr/webscr/update.php,gttconnect,1,3
angelfire.robot.account.com/ri/Robotech/,Angelfire,1,3
optimalit.co.uk/wp-content/uploads/2012/07/24/review.php,OptimalIT,1,3
www.escuelayestetica.com.ar/components/com_mailto/plugins.php,Escuelayestetica,1,3
www.dongfang.co.kr/bbs/data/huamao2/RBC/index.html,Dongfang,1,3
spreadsheets.google.com/viewform?formkey=dElrRlV5cFUzM3ZJTnBES0NwNXprTVE6MQ,Google Spreadsheets,1,3
sites.google.ml-security.com/site/valleyvistafarm/,Google Site,1,3
http://myaccount.google.com.securitysettingpage.ml-security.org/signonoptions,Google Account,1,3
youthaction.org.np/libraries/pattemplate/patTemplate/Modifier/HTML/webscr=cmd/login-done/login_access=1338227471/profile.htm,YouthAction,1,3
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com/secure-code90/security/,Paypal,1,3
paypal.com.ca.cgi.bin.webscr.cmd.flow.session.y4z2mfcqcwsng1dfxz5qbtejsg7aedhu24nwldnpwuwse263542f580984108.donnermemorial.org/DHuNwLDnPwuWS/,Paypal,1,3
www.cielo.com.br.explosaopremiada.com.br/,Cielo,1,3
www.calcpa.candidates.resources-account.org/Content/foundation.aspx,CalCPA,1,3
www.ficpa.certified-accountants.org/content/home.aspx,Ficpa,1,3
www.ashtonphotography.co.uk/remax/remax/index.htm,Ashton Photography,1,3
www.facebook.com.ext.moneyinbank.ru/photo.php?fbid=505837262781600&amp;set=a.126780147353982.14019.108867349145262&amp;type=1&amp;theater,Facebook,1,3
amazon.ece.utexas.edu/~qasim/research.htm,Amazon,1,3
paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.login.efzg5epaloginuksss.uzmandoktorum.com/,Paypal,1,3
elbazdance.co.il/images/northrock.htm,Elbazdance,1,3
wordpress.com.alumnipmc.com/_vti_cnf/index.php,Wordpress,1,3
distritabas.com.ar/survey/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5bd76c88f5c3439f2e55b7639f529ccb3bd76c88f5c3439f2e55b7639f529ccb3,Distritabas,1,3
www.cielo.com.br.explosaopremiada.com.br/541814215.php,Cielo,1,3
www.angelfire.account.mark.com/extreme3/modelpix/,Angelfire,1,3
mercadolivre.com.br.premiosfidelidade2012.com.br/confirmar/,Mercadolivre,1,3
www.amazon.com/kindle-store-ebooks-newspapers-blogs/b?ie=UTF8&amp;node=133141011,Amazon,0,4
www.microsoft.com/enable/,Microsoft,0,4
www.disney.com/StudioOperations/,Disney,0,4
www.angelfire.com/magic2/tenderly/,Angelfire,0,4
www.google.com/doubleclick/,Google,0,4
www.microsoft.com/windows/mediaplayer/,Microsoft,0,4
www.ieee.org/web/aboutus/ethics/,IEEE,0,4
en.wikipedia.org/wiki/Hotline_Communications,Wikipedia,0,4
www.ibm.com/developerworks/web/,IBM,0,4
www.motorola.com/General/prodport.html,Motorola,0,4
www.mindspring.com/~newsphoto/paradise.html,Mindspring,0,4
www.volvo.com/truck/,Volvo,0,4
alianzavirtual.com/google.com/,Google,1,4
deedpollcentre.co.uk/track/google/www.remax.com/,Remax,1,4
forsythwoman.com/googlebot/,Google Bot,1,4
berethe.dk/Secure/Microsoft/,Microsoft,1,4
bright-ideas.org/www.flipkart.com/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e558a6488aaac53e934da5ce2c3ed381db58a6488aaac53e934da5ce2c3ed381db,Flipkart,1,4
horizonsgallery.com/js/bin/ssl1/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&amp;dispatch=1471c4bdb044ae2be9e2fc3ec514b88b1471c4bdb044ae2be9e2fc3ec514b88b,Paypal,1,4
www.mundodelespanol.com/wp-content/themes/twentyeleven/tesco/tesco/login.htm,Tesco,1,4
gplayr.com/pub/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/index.htm,Paypal,1,4
www.vvneisfamily.com/file/GoogleDocs/google.mail/googledoc/GoogleDocs.htm,Google Docs,1,4
www.turquoisemorningshow.com/googledrive/googledrive.htm,Google Drive,1,4
www.lappiramis.hu/wordpress/wp-content/themes/twentyeleven/inc/images/index.htm,Wordpress,1,4
129.45.24.67/angerfire/rototronics,Angelfire,1,4
www.c3scripts.com/amazon/,Amazon,1,4
clients.blueoceanadv.com/Facebook/assets/css/forms.htm,Facebook,1,4
www.bloqueado.es/Fuentes/aol/costor/ubdet/looog.php,AOL,1,4
http://5.178.64.164/google/google-account,Google,1,4
www.carrosserie-de-la-rampe.fr/templates/rhuk_milkyway/www1.royalbank.com/cgi-bin/rbaccess/rbunxcgi.php,Royal Bank,1,4
raboardiendo.es/cmd/paypal/2/897962b2c7faf34e7f2d8353af8bdf4e/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a16bef586b4cee084cb52c28011ecf68066bef586b4cee084cb52c28011ecf6806,Paypal,1,4
justinmcauliff.com/wordpress/cadastro/Cielo/,Wordpress,1,4
dutchweb.gtphost.com/zimbra/exch/owa/uleth/index.html,Zimbra,1,4
www.fan-kora.com/login/facebook/en/?i=1197,Facebook,1,4
extraordinarybirds.com/vb/Trulia/index.htm,Trulia,1,4
nextgensmartphones.com//indexer/Trulia/index.htm,Trulia,1,4
www.hehehou.com/wordpress/newpaypal/mnbvcxz/paypal.htm,Wordpress,1,4
178.23.98.221/angelfire/ky/minipickens,Angelfire,1,4
www.cad4589.fav.cc/Nova/cielo/index.html,Cielo,1,4
easemail.in/paypal.com/creditcarddetails,Paypal,1,4
cephtex.com/Paypal/Processing.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43651cfa123029def6cac3504e00106e4d531cfa123029def6cac3504e00106e4d53,Paypal,1,4
www.c3scripts.com/amazon/,Amazon,1,4
http://125.18.6.124/uber/uber-services,Uber,1,4
colchesterhomesltd.co.uk/images/Americanexpress.com/index.html,American Express,1,4
www.sangkhaicec.ac.th/www.americanexpress.com/,American Express,1,4
www.worldwide-expert.co.uk/images/stories/icons/www1.royalbank.com/accessrbunxcg/accessrbunx/rbunxcgiF6=1&F7=IB&F21=IB&F22=IB&REQUEST=ClientSignin&LANGUAGE=ENGLISH.htm,Royal Bank,1,4
almightystudio.com/googledocs/googledocs/,Google Docs,1,4
citionlineservice.com/1.royalbank.com/login.php,Royal Bank,1,4
www.procedimentotamfidelidade.com/regulamento/new/processo/atualiza/sacfidelidade/id=1714/,Atualiza Cursos,1,4
www.fx1x.com/wordpress/wp-content/upgrade/retail.php,Wordpress,1,4
www.omeunukehost.com//joomla/googledocs/sss/,Google Docs,1,4
www.memotiva.org.es/images/stories/food/www1.royalbank.com/accessrbunxcg/accessrbunx/rbunxcgiF6=1&amp;F7=IB&amp;F21=IB&amp;F22=IB&amp;REQUEST=ClientSignin&amp;LANGUAGE=ENGLISH.htm,Royal Bank,1,4
kalsiestate.com/cache/Cielo/index.html,Cielo,1,4
apajufe.com.br/www.cielo.com.br/index.php,Cielo,1,4
mgt.skru.ac.th/slide/bankofamerica.com/signon.php?section=signinpage&amp;update=&amp;cookiecheck=yes&amp;destination=nba/signin,Bank of America,1,4
www.balder.com.br/windows/index1.htm,Windows,1,4
gplayr.com/pub/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/index.htm,Paypal,1,4
www.edazzle.net/amazon/,Amazon,1,4
www.fm-trade.it/wordpress/wp-content/languages,Wordpress,1,4
womynweb.net/paypal/au/accounts/secure/updates/login.htm,Paypal,1,4
www.pompon.it/disco/wp-admin/user/mail/yahoo/index.html,Yahoo Mail,1,4
www.vizcayadelicias.com/include/nt/1/2/microsoft/microsoft.COM.log/www.microsoft.com/secure/index.html,Microsoft,1,4
timkroeger.homepage.t-online.de/WordPress//wp-content/plugins/seo-facebook-comments/facebook/based_facebook.php,Facebook,1,4
www.allandmedia.com/opencart/system/Cielo/index.html,Cielo,1,4
www.michaeln.org/www.amazon.com/?user=enIxaW5jQG1zbi5jb20,Amazon,1,4
www.topclim.com.br/wp-admin/network/capitalone.com/cap.php,Capitalone,1,4
v-27-120-105-164.ub-freebit.net/www1.royalbank.com/cgi-bin/rbaccess/rbunxcgi/,Royal Bank,1,4
submitaccountloginloadingcgibin.com/paypal/us/cgibin/login/cmdsubmit/sessionID953911/statusaspx/database/index.html,Paypal,1,4
omaronline.co.uk/fawz/remax,Remax,1,4
www.solprima.com.br/orkut/true&amp;sendvemai/BR&amp;passive/ServiceLoginservice/accounts/autenticacao/user/comunidade/google/orkutlogin/login/,Google,1,4
anonymeidentity.net/remax./remax.htm,Remax,1,4
www.frosinonenascosta.it/google.com/,Google,1,4
nextmarketingguru.com/Remax/,Remax,1,4
paypal.com-webappsuserid29348325limited.active-userid.com/webapps/89980/,Paypal,1,5
http://globalsign.uk.virus-control.com/b4df29/?,GlobalSign,1,5
paytm.com-directappuserid85423617completed.current-userid.com/directapp/55320,Paytm,1,5
http://www.google.com.sg/webhp?hl=zh-cn,Google,1,5
http://correios.com.br/para-sua-empresa/servicos-financeiros/vale-postal-eletronico,Correios,1,5
http://elevenia.co.id/product/SellerProductDetail/getSellerProductDetailPostList.do,Elevenia,1,5
http://esporte.uol.com.br/belas-da-torcida/2015/corinthians/perfil/thalita-do-vale/,UOL Esporte,1,5
http://kienthuc.net.vn/diem-thi/diem-chuan-hoc-vien-ngoai-giao-nam-2014-482417.html,Kien Thuc,1,5
http://olx.co.id/iklan/bb-q5-os-10-3-aplikasi-android-lancar-jayaa-jos-ID7lA1n.html,OLX,1,5
http://astore.amazon.co.uk/allezvinsfrenchr/detail/1904010202/026-8324244-9330038,Amazon,1,5
http://amazon.co.uk/Your-free-HDTV-Proven-BBC/lm/R31ZTN0QPXY7JN/ref=cm_lmt_srch_f_1/202-2513040-1206232,Amazon,1,5
http://archive.thisisoxfordshire.co.uk/2005/1/21/5805.html,OxfordShire,1,5
http://amber.ch.ic.ac.uk/archive/200409/0051.html,CIT,1,5
http://a-r-c.gold.ac.uk/bakerboy/circuit.htm,Goldsmith University,1,5
mercadolivre.com.br.premiosfidelidade2012.com.br/confirmar/,Mercodo Livre,1,5
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com/secure-code90/security/,Paypal,1,5
docs.google.com/a/unmsm.edu.pe/spreadsheet/viewform?formkey=dEZoOXQwTzFkaUJCRTdhVlA3cTAyV1E6MQ,Google Docs,1,5
secure.runescape.com.ttok.asia/m=weblogin/index.htm,RunEscape,1,5
secure.runescape.com.nnwow.asia/m=weblogin/loginform.html?mod=www,RunEscape,1,5
e23f2.7p.com/cgi/my.screenname.aol/_cqr/login/?seamless=novl&locale=us&offerId=newmail-en-us-v2&siteState=ver:4,Escape 23,1,5
www.karpiel.info.pl/cache/xxx.php,Karpeil,1,5
www.facebook-login.com,Facebook,1,5
www.theregister.co.uk/2004/07/29/dixons_manhunt/,The Register,1,5
https://outlookoffice365user09ngxsmd.web.app,Outlook,1,5
swedanmicrosoft440.wixsite.com/my-site,Microsoft,1,5
mxnotic17.z13.web.core.windows.net/#victimemail%20@domain.com,Windows ,1,5
https://p1epp1sus.ts.r.appspot.com,Appspot,1,5
https://o365.apps.oa.r.appspot.com/index.html,Appspot,1,5
https://www.facebook.pcriot.com/login.php,Facebook,1,5
https://custom-facebook.info/facebook.htm,Facebook,1,5
https://facedook.co.gp/wwwfacebookcomprofilephpid100001548737188.htm,Facebook,1,5
https://facebook-com.bugs3.com/login/secured_re-login/index1.html,Facebook,1,5
https://instagram.copyrightinfringment.com,Instagram,1,5
https://instagramhelpnotice.com/,Instagram,1,5
https://nasty-list.instatop50.me/,Instagram,1,5
groups.yahoo.com/group/Yu-gi-oh_Trading_card_game/,Yahoo,1,5
www2.odn.ne.jp/ring/EasterlingCamp.htm,Middle Earth,1,5
games.groups.yahoo.com/group/rageinfo/,Yahoo,1,5
paypal.com.cacgi-bin.webscr.cmd.home.country.lang.x.stallingoverloon.nl,Paypal,1,5
mail.printakid.com/www.online.americanexpress.com/index.html,American Express,1,5
horizonsgallery.com/js/bin/ssl1/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&amp;dispatch=1471c4bdb044ae2be9e2fc3ec514b88b1471c4bdb044ae2be9e2fc3ec514b88b,Paypal,1,5
www.british-history.ac.uk/report.aspx?compid=22161,British History Online,0,5
openlearn.open.ac.uk/course/view.php?id=3427,Open Learn,0,5
www.cs.arizona.edu/patterns/weaving/books/ua_cotn1_1.pdf,University of Arizona,0,5
www.uapress.arizona.edu/books/BID1509.htm,UoA Press,0,5
www.uni-duisburg.de/Institute/DTNW/,Duisburg University,0,5
digital.library.upenn.edu/women/millay/ballad/ballad.html,"LIbrary, University of Pennsylvania",0,5
www.aichi-inst.jp/en/mikawa/,Mikawa Textile Research,0,5
www.dwi.rwth-aachen.de/itc07_call.html,DWI,0,5
www.reading.ac.uk/Biomim/biomimetics_9.pdf,University of Reading,0,5
www.kansai-airport.or.jp/en/index.asp,Kansai Airport,0,5
www.pref.nagano.lg.jp/gaikokugo/prefectural/matsumoto.htm,Nagano Prefecture,0,5
www.leipzig-halle-airport.de/en/home/index.html,Liepzig Airport,0,5
www.airport-nuernberg.de/english/,Nuremberg Airport,0,5
www.glthub.com,Github,1,6
www.gougle.com,Google,1,6
www.amozon.com,Amazon,1,6
http://youtubee.com/,Youtube,1,6
http://youtubee.com/,Youtube,1,6
http://www.youtubg.com,Youtube,1,6
http://flipkar1.com,Flipkart,1,6
https://www.semrsuh.com/blog/most-visited-websites/,Semrush Blog,1,6
http://mircosoft.com,Microsoft,1,6
https://www.visualcapitaist.com/the-50-most-visited-websites-in-the-world/,Visual Capitalist,1,6
http://www.micosoft.com,Microsoft,1,6
https://www.facebook.com/login/identify/?ctx=recover&ars=facebook_login&from_login_screen=0,Facebook,0,6
https://www.zomato.com/partner_with_us,Zomato,0,6
https://news.microsoft.com/en-in/leadership/,Microsoft,0,6
https://www.visualcapitalist.com/the-50-most-visited-websites-in-the-world/,Visual Capitalist,0,6
https://www.semrush.com/blog/most-visited-websites/,Semrush Blog,0,6
https://selfregistration.cowin.gov.in/appointment,Cowin,0,6
www.taxspecialistgroup.ca/public/index.asp?site=cadesky,Cadesky Tax,1,7
https://www.arnazon.com/gp/browse.html?node=9538491011&ref_=nav_em__sft_sales_0_2_10_12,Amazon,1,7
https://www.efacks.com/features/efax-mobile-app,eFax,1,7
https://security.berkeleiy.edu/resources/,Berkeley,1,7
paypal--accounts.com,Paypal,1,7
www.amazonn.com/ap/signin?_encoding=UT,Amazon,1,7
www.k-demy.org/tmp/,Khan Academy,1,7
insomniac-live.com/,Insomiac Live,1,7
https://adoḅe.com,Adobe,1,7
gtbɑnk.com,GTBank,1,7
covɑxin.com,Covaxin,1,7
indiavɑccines.com,India Vaccine,1,7
https://www.appie.com,Apple,1,7
paypaln.com,Paypal,1,7
paypalp.com,Paypal,1,7
"www.google.ch/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&ved=0CD0QFjAC&url=easterislandgardencentre.ie/gallery&ei=mDQPUYfHIo_L0AWwr4HoBw&usg=AFQjCNFFOX8qiuDdlBgd-_2CgWfS4348mg&bvm=bv.41867550,d.d2k'",Google,1,7
paypall.com,Paypal,1,7
http://www.bankofdamerica.com/,Bank of America,1,7
ww2.facebooklogon.com,Facebook,1,7
fkmart.xyz/fk/#,Flipkart,1,7
flipkar1.com,Flipkart,1,7
flipkartsummer.com,Flipkart,1,7
http://flipcart.com/exec/sign-in.html,Flipkart,1,7
https://www.flipkartcareers.com,Flipkart,1,7
www.bankofamercai.com,Bank of America,1,7
it.wikipedia.org/wiki/Pagina_principle,Wikipedia,1,7
hxxp://paytmmallcart.com,Paytm,1,7
flipkaarttoffers.xyz,Flipkart,1,7
hxxp://newyearflipkart.com,Flipkart,1,7
hxxp://flpkartchrismus.com,Flipkart,1,7
hxxp://amaazon.club,Amazon,1,7
hxxp://amozonsale.online,Amazon,1,7
https://www.bankofbaroda.in/millenials,Bank of Baroda,0,7
http://sec.up.nic.in/site/,SEC UP,0,7
https://analyticsindiamag.com/20-machine-learning-datasets-project-ideas/,Analytics India,0,7
https://www.fluentu.com/blog/english/how-to-improve-english-speaking-skills/,Fluent U,0,7
https://news.google.com/topstories?hl=en-IN&gl=IN&ceid=IN:en,Google,0,7
https://freshysites.com/web-design-development/most-popular-websites/,Freshy Sites,0,7
https://www.statista.com/statistics/1201880/most-visited-websites-worldwide/,Statista,0,7
https://www.alltopeverything.com/most-popular-websites-in-the-world/,All Top Everything,0,7
https://in.godaddy.com/domains/domain-name-search,Go daddy,0,7
